label,seed,trigger_strategy,event_driven_freq,controller_freq,periodic_freq,threshold_confidence,TED_combined,TED_passenger,TED_freight,delay_ratio,n_delay_gt3min,n_delay_gt5min,max_end_delay,n_rescheduled,n_evaluated,n_skipped_no_improvement,total_solve_time_s,mean_solve_time_s,trigger_rate_pct,trigger_rate_mc_pct,n_platform_switches,n_fcfs_fallback,deadlock
H_1800_900_3600_c04,22,hybrid,1800.0,900.0,3600.0,0.4,43524.5,40865.50000000001,2658.9999999999945,0.3675219202742411,67,9,699.0,26,50,10,1.5041966438293457,0.05785371707035945,0.2387292259663943,52.0,12,0,False
H_1800_900_3600_c04,23,hybrid,1800.0,900.0,3600.0,0.4,42870.999999999956,36054.09999999997,6816.899999999985,1.067957551336694,67,7,1726.0,27,50,9,1.5969963073730469,0.05914801138418692,0.2480249862208341,54.0,15,0,False
H_1800_900_3600_c04,24,hybrid,1800.0,900.0,3600.0,0.4,39018.59999999995,35804.99999999997,3213.5999999999767,0.5069555329463131,49,14,1432.5999999999913,24,50,9,1.3995680809020996,0.05831533670425415,0.2203654393535947,48.0,13,0,False
H_1800_900_3600_c04,25,hybrid,1800.0,900.0,3600.0,0.4,38588.59999999993,36426.39999999996,2162.1999999999766,0.3352751283153377,54,8,426.0,24,50,10,1.313138484954834,0.05471410353978475,0.2201430930104568,48.0,14,0,False
H_1800_900_3600_c04,26,hybrid,1800.0,900.0,3600.0,0.4,39104.499999999985,36141.6,2962.8999999999887,0.46305368602665725,54,9,734.0,26,49,9,1.4733994007110596,0.05666920771965614,0.23851022841941105,53.06122448979592,13,0,False
H_1800_900_3600_c04,27,hybrid,1800.0,900.0,3600.0,0.4,40135.89999999994,37199.999999999956,2935.8999999999883,0.4457794517310634,60,12,805.0,26,50,8,1.5308520793914795,0.05887892613044152,0.23851022841941105,52.0,11,0,False
H_1800_900_3600_c04,28,hybrid,1800.0,900.0,3600.0,0.4,39810.39999999994,36641.399999999965,3168.9999999999786,0.48850825496914063,40,7,631.0,25,52,14,1.4293689727783203,0.057174758911132814,0.22986392055902904,48.07692307692308,14,0,False
H_1800_900_3600_c04,29,hybrid,1800.0,900.0,3600.0,0.4,44989.79999999996,38433.09999999998,6556.699999999986,0.9636107223395248,54,15,1548.0,24,50,11,1.7146875858306885,0.07144531607627869,0.2201430930104568,48.0,14,0,False
H_1800_900_3600_c04,30,hybrid,1800.0,900.0,3600.0,0.4,39388.49999999997,36927.99999999999,2460.4999999999764,0.3763477369684006,51,7,573.0,26,49,11,1.5711421966552734,0.060428546025202826,0.23897058823529413,53.06122448979592,13,0,False
H_1800_900_3600_c04,31,hybrid,1800.0,900.0,3600.0,0.4,42943.99999999999,39079.09999999999,3864.900000000001,0.5586186551306017,50,13,813.1000000000004,28,50,8,1.6673028469085693,0.05954653024673462,0.2569043031470777,56.00000000000001,13,0,False
H_1800_900_3600_c04,32,hybrid,1800.0,900.0,3600.0,0.4,43544.000000000015,39012.39999999999,4531.600000000031,0.6561008891960124,62,13,1424.5,27,49,7,1.659040927886963,0.06144596029210974,0.24761555392516504,55.10204081632652,12,0,False
H_1800_900_3600_c04,33,hybrid,1800.0,900.0,3600.0,0.4,41753.09999999998,35348.1,6404.9999999999745,1.0234692192138237,59,11,1429.9999999999854,26,53,9,1.4486334323883057,0.055716670476473294,0.23901452472881043,49.056603773584904,13,0,False
H_1800_900_3600_c04,34,hybrid,1800.0,900.0,3600.0,0.4,38877.499999999985,36635.49999999999,2241.9999999999945,0.34566484408850345,60,11,502.3999999999942,23,50,12,1.5002021789550781,0.06522618169369905,0.21104789869700863,46.0,14,0,False
H_1800_900_3600_c04,35,hybrid,1800.0,900.0,3600.0,0.4,42768.79999999999,36033.89999999999,6734.899999999998,1.055702644356662,58,16,1425.800000000003,24,51,10,1.375227451324463,0.05730114380518595,0.2200825309491059,47.05882352941176,15,0,False
H_1800_900_3600_c04,36,hybrid,1800.0,900.0,3600.0,0.4,38520.59999999996,36823.19999999999,1697.3999999999724,0.26036607594972555,49,12,490.0,22,51,12,1.2916560173034668,0.058711637150157585,0.2021872989614925,43.13725490196079,13,0,False
H_1800_900_3600_c04,37,hybrid,1800.0,900.0,3600.0,0.4,41220.19999999999,37539.100000000006,3681.0999999999863,0.5538797481225488,66,6,415.0,27,53,8,1.46099853515625,0.05411105685763889,0.2475474465939305,50.943396226415096,14,0,False
H_1800_900_3600_c04,38,hybrid,1800.0,900.0,3600.0,0.4,38475.29999999997,36756.6,1718.699999999969,0.26411098899304625,58,2,344.59999999999854,21,49,12,1.2167415618896484,0.057940074375697544,0.19276666054709016,42.857142857142854,12,0,False
H_1800_900_3600_c04,39,hybrid,1800.0,900.0,3600.0,0.4,40926.59999999996,39070.49999999998,1856.0999999999872,0.2683330260556028,57,10,409.0,25,51,14,1.6975536346435547,0.06790214538574219,0.22958949398475523,49.01960784313725,13,0,False
H_1800_900_3600_c04,40,hybrid,1800.0,900.0,3600.0,0.4,41296.89999999998,38240.499999999985,3056.3999999999937,0.45144864680174024,51,12,1436.199999999997,26,49,12,1.48014235496521,0.056928552114046536,0.2388608176389527,53.06122448979592,14,0,False
H_1800_900_3600_c04,41,hybrid,1800.0,900.0,3600.0,0.4,46049.600000000006,40356.29999999998,5693.300000000025,0.7968461043148305,60,14,1397.300000000003,28,51,10,1.61944580078125,0.05783735002790179,0.2568336085121996,54.90196078431373,16,0,False
H_1800_900_3600_c04,42,hybrid,1800.0,900.0,3600.0,0.4,45793.49999999995,38232.89999999995,7560.6,1.116968042511228,59,15,1493.0,25,51,9,1.4565343856811523,0.0582613754272461,0.22910557184750735,49.01960784313725,14,0,False
H_1800_900_3600_c04,43,hybrid,1800.0,900.0,3600.0,0.4,44937.19999999997,40044.200000000004,4892.999999999964,0.6901719753518464,63,17,1427.0999999999913,25,51,11,1.3502163887023926,0.0540086555480957,0.22918958562522918,49.01960784313725,15,0,False
H_1800_900_3600_c04,44,hybrid,1800.0,900.0,3600.0,0.4,40932.69999999996,37336.399999999965,3596.299999999994,0.5440579979046458,54,10,491.0,24,50,9,1.5297317504882812,0.06373882293701172,0.22012290195359074,48.0,13,0,False
H_1800_900_3600_c04,45,hybrid,1800.0,900.0,3600.0,0.4,38090.49999999994,35548.59999999996,2541.899999999981,0.40388496466653995,48,10,496.2999999999993,24,48,14,1.9066171646118164,0.07944238185882568,0.2204464039680353,50.0,14,0,False
H_1800_900_3600_c04,46,hybrid,1800.0,900.0,3600.0,0.4,42127.3,38052.5,4074.8000000000015,0.6048460231707065,61,11,1510.0,24,50,12,1.346839427947998,0.05611830949783325,0.22010271460014674,48.0,15,0,False
H_1800_900_3600_c04,47,hybrid,1800.0,900.0,3600.0,0.4,40488.09999999996,38431.39999999997,2056.6999999999916,0.3022779507164661,55,10,405.0,27,50,9,1.613236427307129,0.05974949730767144,0.2478428492748302,54.0,14,0,False
H_1800_900_3600_c04,48,hybrid,1800.0,900.0,3600.0,0.4,41105.79999999996,38604.699999999975,2501.099999999987,0.36594228960961345,68,15,446.0,24,49,9,1.3820128440856934,0.05758386850357056,0.2200825309491059,48.97959183673469,12,0,False
H_1800_900_3600_c04,49,hybrid,1800.0,900.0,3600.0,0.4,40898.399999999965,38736.49999999998,2161.8999999999896,0.3152368290519633,68,7,408.0,21,48,12,1.2182202339172363,0.05801048732939221,0.1923957856161246,43.75,13,0,False
H_1800_900_3600_c08,0,hybrid,1800.0,900.0,3600.0,0.8,51294.19999999997,47458.799999999974,3835.399999999998,0.41848972966374215,68,25,1919.0,21,42,6,121.45449328422546,5.7835472992488315,0.24729156853509185,50.0,14,2,True
H_1800_900_3600_c08,1,hybrid,1800.0,900.0,3600.0,0.8,41152.09999999997,35994.499999999985,5157.599999999984,0.8093441626231337,55,6,1428.0,22,48,7,1.2465178966522217,0.056659904393282806,0.2018533810441325,45.83333333333333,15,0,False
