seed,label,RESCHEDULING_HORIZON,CONFLICT_WINDOW,SWITCH_PENALTY,RETRACK_CONFLICT_WINDOW,DISPATCHER_PRIORITY_TTL,min_objective_improvement,TED_combined,TED_passenger,TED_freight,delay_ratio,n_platform_switches,n_rescheduled,n_evaluated,n_skipped_no_improvement,total_steps,total_solve_time_s,mean_solve_time_s,trigger_rate_pct,trigger_rate_mc_pct,deadlock,ttl
20,TTL2700,3600,1200,120,900,2700.0,60,41479.59999999998,39215.89999999998,2263.699999999995,0.3260456505237315,17,41,0,53,10900,2.5273263454437256,0.061642105986432334,0.3761467889908257,4100.0,False,2700
21,TTL2700,3600,1200,120,900,2700.0,60,39566.499999999935,37960.499999999956,1605.9999999999804,0.23896557598695084,13,44,0,51,10888,2.3219552040100098,0.05277170918204568,0.4041146216017634,4400.0,False,2700
22,TTL2700,3600,1200,120,900,2700.0,60,38309.1,36135.1,2173.999999999999,0.33982240213854337,16,45,0,49,10871,2.562692880630493,0.05694873068067763,0.4139453592125839,4500.0,False,2700
23,TTL2700,3600,1200,120,900,2700.0,60,41569.299999999974,37757.69999999999,3811.5999999999867,0.5701951427882809,18,47,0,47,10898,2.6443679332733154,0.05626314751645352,0.4312717929895394,4700.0,False,2700
24,TTL2700,3600,1200,120,900,2700.0,60,36273.99999999997,32937.99999999998,3335.9999999999945,0.5720718045692234,16,43,0,51,10858,2.3713927268981934,0.05514866806739985,0.3960213667342052,4300.0,False,2700
0,TTL3600,3600,1200,120,900,3600.0,60,43872.099999999984,39249.19999999999,4622.899999999993,0.6652814537663138,15,49,0,45,10905,2.7735414505004883,0.056602886744907925,0.4493351673544246,4900.0,False,3600
1,TTL3600,3600,1200,120,900,3600.0,60,40668.800000000105,38195.60000000011,2473.199999999997,0.3657359302302684,14,41,0,54,10900,2.631228446960449,0.0641763035844012,0.3761467889908257,4100.0,False,3600
2,TTL3600,3600,1200,120,900,3600.0,60,42152.19999999998,38583.999999999985,3568.2000000000007,0.5223524868248072,13,44,0,50,10884,2.567380905151367,0.058349566026167435,0.40426313855200297,4400.0,False,3600
3,TTL3600,3600,1200,120,900,3600.0,60,40605.89999999998,37802.19999999998,2803.7000000000007,0.4189249175043656,13,44,0,49,10896,2.5320072174072266,0.057545618577436966,0.4038179148311307,4400.0,False,3600
4,TTL3600,3600,1200,120,900,3600.0,60,39733.799999999974,37481.29999999999,2252.4999999999836,0.3394469265450238,13,40,0,54,10900,2.216336965560913,0.055408424139022826,0.3669724770642202,4000.0,False,3600
5,TTL3600,3600,1200,120,900,3600.0,60,39037.3,37081.1,1956.2000000000007,0.29797674541762514,16,49,0,45,10882,2.647749423980713,0.05403570253021863,0.450284874104025,4900.0,False,3600
6,TTL3600,3600,1200,120,900,3600.0,60,38967.09999999998,35236.39999999999,3730.699999999988,0.5980266285575551,17,47,0,47,10875,2.655822992324829,0.05650687217712402,0.432183908045977,4700.0,False,3600
7,TTL3600,3600,1200,120,900,3600.0,60,40698.499999999985,37002.5,3695.9999999999836,0.5641864115210485,17,44,0,50,10888,2.550947666168213,0.05797608332200484,0.4041146216017634,4400.0,False,3600
8,TTL3600,3600,1200,120,900,3600.0,60,40934.599999999955,36833.29999999998,4101.2999999999765,0.628930468228057,15,43,0,50,10891,2.686811685562134,0.06248399268749148,0.39482141217519057,4300.0,False,3600
9,TTL3600,3600,1200,120,900,3600.0,60,40190.29999999998,37007.09999999999,3183.1999999999916,0.4858482012109278,15,50,0,44,10887,2.85138201713562,0.057027640342712405,0.45926334160007354,5000.0,False,3600
10,TTL3600,3600,1200,120,900,3600.0,60,37713.99999999997,34519.899999999994,3194.099999999978,0.5226376669689042,14,45,0,49,10888,2.598294258117676,0.057739872402615015,0.41329904481998525,4500.0,False,3600
11,TTL3600,3600,1200,120,900,3600.0,60,40752.899999999994,37571.600000000006,3181.2999999999847,0.47826286607174057,15,46,0,48,10898,2.602266788482666,0.05657101714092752,0.42209579739401726,4600.0,False,3600
12,TTL3600,3600,1200,120,900,3600.0,60,46385.39999999996,38881.89999999997,7503.499999999988,1.0900292062220867,18,50,0,44,10900,3.125093460083008,0.06250186920166016,0.45871559633027525,5000.0,False,3600
13,TTL3600,3600,1200,120,900,3600.0,60,40757.69999999998,37734.19999999999,3023.4999999999905,0.4525812448333649,13,47,0,47,10899,2.674647808074951,0.056907400171807475,0.4312322231397376,4700.0,False,3600
14,TTL3600,3600,1200,120,900,3600.0,60,42383.299999999974,38502.899999999994,3880.399999999979,0.5692522832374606,16,45,0,49,10891,2.555894136428833,0.05679764747619629,0.4131851987879901,4500.0,False,3600
15,TTL3600,3600,1200,120,900,3600.0,60,39510.99999999998,37283.09999999999,2227.8999999999837,0.33752457916220885,15,47,0,47,10887,2.6400537490844727,0.05617135636349942,0.4317075411040691,4700.0,False,3600
16,TTL3600,3600,1200,120,900,3600.0,60,40922.09999999998,38135.999999999985,2786.0999999999885,0.41265136688358683,15,42,0,52,10891,2.6397619247436523,0.06285147439865839,0.3856395188687908,4200.0,False,3600
17,TTL3600,3600,1200,120,900,3600.0,60,40913.50000000002,38984.400000000016,1929.100000000005,0.2795024462306766,14,45,0,48,10901,2.527824878692627,0.05617388619316949,0.41280616457205754,4500.0,False,3600
18,TTL3600,3600,1200,120,900,3600.0,60,40815.89999999997,37748.399999999994,3067.49999999998,0.4589947833899866,16,43,0,50,10883,2.4411370754241943,0.05677062966102778,0.39511164201047505,4300.0,False,3600
19,TTL3600,3600,1200,120,900,3600.0,60,40914.79999999998,38714.200000000004,2200.59999999998,0.32106469040720254,13,45,0,49,10889,2.7024827003479004,0.06005517111884223,0.41326108917255944,4500.0,False,3600
20,TTL3600,3600,1200,120,900,3600.0,60,41479.59999999998,39215.89999999998,2263.699999999995,0.3260456505237315,17,41,0,53,10900,2.507955551147461,0.06116964758896246,0.3761467889908257,4100.0,False,3600
21,TTL3600,3600,1200,120,900,3600.0,60,39566.499999999935,37960.499999999956,1605.9999999999804,0.23896557598695084,13,44,0,51,10888,2.3220717906951904,0.05277435887943615,0.4041146216017634,4400.0,False,3600
22,TTL3600,3600,1200,120,900,3600.0,60,38309.1,36135.1,2173.999999999999,0.33982240213854337,16,45,0,49,10871,2.5750293731689453,0.057222874959309895,0.4139453592125839,4500.0,False,3600
23,TTL3600,3600,1200,120,900,3600.0,60,41569.299999999974,37757.69999999999,3811.5999999999867,0.5701951427882809,18,47,0,47,10898,2.6444296836853027,0.05626446135500644,0.4312717929895394,4700.0,False,3600
24,TTL3600,3600,1200,120,900,3600.0,60,36273.99999999997,32937.99999999998,3335.9999999999945,0.5720718045692234,16,43,0,51,10858,2.357255220413208,0.05481988884681879,0.3960213667342052,4300.0,False,3600
